obs_id,date,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
1971,5/24/2025,57,33,10,,1,0.079659163,3840,1297,73,2,90,270,13831,5587,269,8,697,979,3674,1458,65,0,93,231,,,,93.9,81.3,85.5,85.49464621,108.8,89,96.4,77.5,77.7,0.154,100,29.17,TRUE,15.7,5.5,5.5,2.5,0.4,166.7,1004.9,56.3,5.9,201.4,17.4,9,0.9,"Rain, Partially cloudy",TRUE,Hot,Yes
1972,5/25/2025,49,21,12,,1,0.04363165,,,,,,,,,,,,,,,,,,,,,,91,78.4,84,83.99787683,104.1,78.4,93.8,77.7,81.8,1.05,100,29.17,,18.1,7.6,7.6,3.6,0.4,141.9,1006.6,57.5,5.9,201.7,17.3,8,,"Rain, Partially cloudy",TRUE,Hot,Yes
1973,5/26/2025,46,19,10,1,1,0.306101446,,,,,,,,,,,,,,,,,,,,,,90,77.5,82.5,82.48689621,104.4,77.5,89.5,76.8,83.6,0.392,100,41.67,TRUE,20.1,6.5,6.5,3.4,0.6,139.8,1007.4,62.8,6,142.7,12.3,6,0.97,"Rain, Partially cloudy",,Hot,
1974,5/27/2025,42,24,10,,1,0.593963726,8634,2920,84,1,102,10,25442,13434,302,1,1111,30,6592,3260,67,0,119,5,,,,87.9,78.1,83,82.99988864,102,78.1,90.2,77.1,83.1,0.719,100,37.5,TRUE,18.8,6.1,6.1,3.3,0.7,160.5,1007.3,68.5,6.1,168.5,14.5,,,"Rain, Partially cloudy",FALSE,Hot,No
1975,5/28/2025,55,24,9,,1,0.691519503,9425,2682,213,31,186,81,34797,12391,782,86,700,356,8406,2632,187,17,97,79,,,,94,79.7,86.7,86.71867175,110.9,79.7,98.8,78.1,76.7,0.445,100,8.33,TRUE,17.7,6.3,6.3,2.5,0.4,160.7,1006.4,52.8,5.9,271.6,23.4,,0.04,"Rain, Partially cloudy",FALSE,,No
1976,5/29/2025,55,23,7,,1,0.196831992,2151,525,96,28,24,88,5962,1935,275,91,122,359,1607,471,54,26,18,70,,,,90.7,79.3,84.2,84.18983549,107.7,79.3,95.1,78.5,83.6,0.469,100,16.67,TRUE,22.6,5.4,5.4,1.9,0.2,144.5,1007.1,60,6.1,232.8,20.1,9,,"Rain, Partially cloudy",FALSE,Hot,No
1977,5/30/2025,58,27,6,,1,0.325730994,10508,2355,247,10,77,119,39556,10774,1066,21,954,513,9380,2526,296,6,93,116,,,,92.9,81.1,86,85.97061626,109.3,88.7,98.3,78.5,79.5,1.007,100,25,,28,8.6,8.6,3.3,0.4,196.1,1008.3,58.5,6,189,16.4,8,0.1,"Rain, Partially cloudy",FALSE,Hot,No
1978,5/31/2025,61,30,7,,1,0.716284393,5211,1803,256,10,44,26,26586,9461,1115,45,357,145,7779,2984,307,7,50,45,,,,92.7,78.1,84.1,84.09287672,109.6,78.1,93.8,78,82.7,0.367,100,29.17,,25.9,7.6,7.6,2.7,0.2,191.8,1009.3,59.7,6.1,122.4,10.4,4,0.13,"Rain, Partially cloudy",TRUE,Hot,Yes
1979,6/1/2025,63,23,9,,1,0.198898016,,,,,,,,,,,,,,,,,,,406,479,,94.9,78.4,85.5,85.50886811,109.6,78.4,95.3,77.4,77.7,0.072,100,12.5,,19.9,6.2,6.2,3.2,0.6,184.2,1008.6,54.8,6.1,172.5,14.9,6,0.178901105,"Rain, Partially cloudy",TRUE,Rainy,Yes
1980,6/2/2025,52,32,10,,1,0.626846219,,,,,,,,,,,,,,,,,,,,,,94.2,80.8,86.8,86.79797842,107.8,86.5,97.6,76.5,72.2,0.211,100,20.83,,27.5,8.2,8.2,2.6,0.3,203.6,1007.9,47.5,6.2,222,19.4,,0.2,"Rain, Partially cloudy",FALSE,Rainy,Yes
1981,6/3/2025,66,46,10,,1,0.331183979,,,,,,,,,,,,,,,,,,,,,,93.6,81.6,87,87.00297093,107.3,89.3,96.9,75.6,69.6,0,0,0,FALSE,23.7,8.3,8.3,3.4,0.4,256.8,1007.5,46.8,6.2,193.2,16.7,7,0.25,Partially cloudy,FALSE,Rainy,Yes
1982,6/4/2025,79,48,10,,1,0.925565326,,,,,,,,,,,,,,,,,,,,,,95,83,88.2,88.19468643,109.1,90.6,99.4,76.3,68.9,0.006,100,4.17,TRUE,21.9,7.2,7.2,3.7,0.8,251.5,1007.3,45.2,6.2,268.7,23.2,9,,"Rain, Partially cloudy",FALSE,Rainy,No
1983,6/5/2025,82,41,10,,1,0.988134035,,,,,,,,,,,,,,,,,,,,,,94.7,77,87.6,87.59506411,110,77,98.3,76.2,69.8,0.464,100,8.33,TRUE,19.7,7.5,7.5,4,1.3,249.7,1007.3,46.3,6,248.9,21.6,8.188993911,0.3,"Rain, Partially cloudy",FALSE,Rainy,No
1984,6/6/2025,75,37,13,,1,0.641127462,,,,,,,,,,,,,,,,,,,,,,95.8,77.3,87,87.00272567,110.1,77.3,97.3,77.2,74.4,0.135,100,12.5,TRUE,18.3,8.2,8.2,3.5,0.2,240.6,1007.3,46.1,6.1,227.3,19.7,8,0.312619415,"Rain, Partially cloudy",,Rainy,No
1985,6/7/2025,71,26,11,,1,0.545039154,,,,,,,,,,,,,,,,,,,,,,95.9,79.1,87.8,87.81243558,112.8,79.1,98.7,76.6,70.7,0.166,100,20.83,TRUE,18.3,7.4,7.4,3.8,0.3,223.1,1006.5,46.6,6,269.9,23.4,9,0.36,"Rain, Partially cloudy",TRUE,Rainy,Yes
1986,6/8/2025,51,23,11,,1,0.925712205,,,,,,,,,,,,,,,,,,,,,,94,83.3,88.5,88.50923604,108.5,92.5,102,77.9,71.7,0.002,100,4.17,TRUE,19.5,7,7,3.8,1.7,193.7,1005.4,47.5,6.2,278.8,24.1,9,0.410407621,"Rain, Partially cloudy",,Rainy,Yes
1987,6/9/2025,47,27,12,,1,0.985326804,,,,,,,,,,,,,,,,,,,,,,91,79.1,85.4,85.39039342,104.1,79.1,94.8,76.9,76.4,0.527,100,16.67,TRUE,20.1,9.5,9.5,3.1,0,187.2,1004.8,50.9,6.1,240.8,20.9,8,0.43,"Rain, Partially cloudy",FALSE,Rainy,No
1988,6/10/2025,63,30,8,,1,0.076701113,,,,,,,,,,,,,,,,,,,,,,92.8,82.7,87.6,87.60225432,106.3,89.5,97.7,75.5,68,0,0,0,FALSE,24.6,8.5,8.5,3.1,0.9,228.6,1004.4,46.6,6.2,201.8,17.4,8,3.390925542,Partially cloudy,FALSE,Rainy,no
1989,6/11/2025,69,28,9,,1,0.282289334,,,,,,,,,,,,,,,,,,,,,,92.1,83.1,87.1,87.100206,102.3,89.6,96,74.5,66.6,0,0,0,FALSE,17.4,6.1,6.1,3.7,2.1,263.8,1005,57.2,6.2,104,8.9,6,0.5,Partially cloudy,FALSE,Rainy,No
1990,6/12/2025,59,27,8,,1,0.54411526,,,,,,,,,,,,,,,,,,,,,,93.7,80.2,85.2,85.20458748,107.1,84.8,94.7,76.2,75.3,0.223,100,8.33,TRUE,23,6.8,6.8,3.8,1.2,230.1,1004.9,62.5,6.2,182.1,15.8,7,0.53,"Rain, Partially cloudy",,Rainy,no
1991,6/13/2025,63,22,9,,1,0.523149686,,,,,,,,,,,,,,,,,,,,,,89.2,78,82.6,82.59776643,99.7,78,88.9,75.7,80.1,0.52,100,29.17,,29.5,7.6,7.6,2.6,0.4,231.9,1006.3,62.1,5.8,119.9,10.3,,0.57,"Rain, Partially cloudy",FALSE,,No
1992,6/14/2025,49,22,9,,1,0.23969154,,,,,,,,,,,,,,,,,,,,,,88.6,80.1,84.2,84.20115145,100.9,85.7,93.1,76.1,76.9,0.096,100,12.5,TRUE,28.9,6.5,6.5,3.4,0.6,219.7,1007.3,59.7,6.2,133.8,11.6,,0.6,"Rain, Partially cloudy",TRUE,Rainy,Yes
1993,6/15/2025,45,20,8,,1,0.246504237,,,,,,,,,,,,,,,,,,,,,,91.5,82.5,86.3,86.30892445,104.5,90.1,95.9,75.6,71.1,0,0,0,FALSE,28.6,6.5,6.5,3,0.4,219.6,1007.7,60.3,6.2,194.2,16.9,7,0.64,,TRUE,Rainy,Yes
1994,6/16/2025,49,25,,,1,0.533205962,,,,,,,,,,,,,,,,,,,,,,92.5,80.5,86.6,86.57795938,107.7,85.5,96.1,75.2,69.5,0,0,0,FALSE,21.5,6.6,6.6,3.3,0.2,221.8,1008.1,46.9,6.2,207.7,18.2,,0.67,Partially cloudy,,Rainy,No
1995,6/17/2025,55,24,,,1,0.809735631,,,,,,,,,,,,,,,,,,,,,,94.7,80.7,87.7,87.70775499,110.7,85.6,97.8,75.4,67.6,0,0,0,FALSE,19.7,5.9,5.9,3.6,1.1,245.9,1008.6,49,6.2,199.2,17.2,8,0.71,Partially cloudy,FALSE,Rainy,No
1996,6/18/2025,53,25,,,1,0.378813011,,,,,,,,,,,,,,,,,,,,,,96.2,81.9,88.2,88.19769435,109.4,87.5,97.7,74.6,65,0.019,100,4.17,TRUE,17.4,9.8,9.8,4.5,0.9,276.8,1008.1,44.5,6.2,266,23.1,9,0.788695518,"Rain, Partially cloudy",FALSE,Rainy,No
1997,6/19/2025,57,23,,,1,0.116187077,,,,,,,,,,,,,,,,,,,,,,95.1,80.8,87.7,87.69513385,108.7,87.2,96.9,74.8,66.7,0.091,100,20.83,TRUE,19.2,6.4,6.4,3,0.2,270.6,1007.8,51.5,6.2,230.1,19.8,8,0.75,"Rain, Partially cloudy",FALSE,Rainy,No
1998,6/20/2025,56,21,,,1,0.6785685,,,,,,,,,,,,,,,,,,,,,,95.6,80.8,87.3,87.29108463,106.2,86.3,95.8,74.5,67.1,0.023,100,16.67,TRUE,25.9,8.8,8.8,3.9,0.7,275.5,1007.3,53.5,6.2,203.9,17.8,9,0.81,"Rain, Partially cloudy",FALSE,,No
1999,6/21/2025,51,20,,,1,0.445847515,,,,,,,,,,,,,,,,,,,,,,94.9,83.3,87.7,87.68672212,108.3,90.4,98.2,75.8,68.5,0.039,100,16.67,TRUE,21,7.8,7.8,3.5,0.5,191.9,1006.2,58,6.2,245.9,21.1,8,,"Rain, Partially cloudy",TRUE,Rainy,Yes
2000,6/22/2025,48,22,,,1,0.79767219,,,,,,,,,,,,,,,,,,,,,,91.9,82.1,87.1,87.10829533,105.3,89.7,96.4,74.8,67.2,0.118,100,20.83,TRUE,25.5,7.2,7.2,3.9,1.4,208.1,1006.2,56,6.2,205.4,17.7,7,0.89,"Rain, Partially cloudy",TRUE,Rainy,Yes
2001,6/23/2025,51,23,,,1,0.823986633,,,,,,,,,,,,,,,,,,,,,,92.4,79.5,85.1,85.10316266,102.2,79.5,92.3,74,70.1,0.092,100,8.33,TRUE,28,7.8,7.8,3.5,0.4,195.1,1006.7,52.3,6.2,187.2,16,7,0.92,"Rain, Partially cloudy",FALSE,Rainy,No
2002,6/24/2025,53,24,7,,1,0.620971452,,,,,,,,,,,,,,,,,,,,,,91.8,81.7,86,86.01787245,103.5,87.3,95.2,75.5,71.6,0.002,100,4.17,TRUE,24.4,6.6,6.6,3.4,0.3,177.4,1006.4,47.4,6.2,208.7,18,7,0.96,"Rain, Partially cloudy",FALSE,Rainy,No
2003,6/25/2025,60,26,,,1,0.850347012,,,,,,,,,,,,,,,,,,,,,,94.3,83.3,87.3,87.28674691,104.5,90.6,97.7,76,69.8,0,0,0,FALSE,22.1,7.5,7.5,4.1,1.3,208.5,1007.3,51.3,6.2,228.5,19.9,8,0,Partially cloudy,FALSE,Rainy,No
2004,6/26/2025,61,24,,,1,0.252988566,,,,,,,,,,,,,,,,,,,,,,94,82.9,87.9,87.88632396,104.5,89.3,96.3,73.8,63.4,0.004,100,8.33,,22.1,9.1,9.1,4.2,0.5,265.8,1007.6,62.3,6.2,241,20.7,9,0.02,"Rain, Partially cloudy",FALSE,Rainy,No
2005,6/27/2025,55,31,,,1,0.518941716,,,,,,,,,,,,,,,,,,,,,,90.5,76.7,83.8,83.80363631,100.1,76.7,89,73.3,71.8,1.491,100,25,TRUE,22.4,10.3,10.3,4.6,1,255.8,1007.6,70.5,6,110.4,9.6,5,0.06,"Rain, Partially cloudy",FALSE,Rainy,No
2006,6/28/2025,69,26,,,1,0.980780769,,,,,,,,,,,,,,,,,,,,,,90.1,78.4,82.5,82.50607284,100.7,78.4,87.2,74.5,77.6,0.735,100,16.67,TRUE,29.8,6.6,6.6,2.8,0.5,221.3,1006.8,64.8,6.2,140.9,12.2,7,,"Rain, Partially cloudy",TRUE,Rainy,Yes
2007,6/29/2025,61,29,,,1,0.187222186,,,,,,,,,,,,,,,,,,,,,,91.3,75.4,81.5,81.49926224,99,75.4,85.3,73.1,77,0.872,100,29.17,TRUE,32.4,13.3,13.3,3.9,0.1,227.5,1006.2,64.6,5.8,155.7,13.3,9,0.12,,TRUE,Rainy,Yes
2008,6/30/2025,69,26,,,1,0.029546167,,,,,,,,,,,,,,,,,,,,,,86.7,76.6,81.5,81.50502543,98,76.6,86.4,74.8,80.6,0.077,100,20.83,TRUE,34,6.2,6.2,2.4,0.2,224,1005.8,53,6.1,113.7,9.8,5,0.15,"Rain, Partially cloudy",FALSE,Rainy,No
