obs_id,date,daily_ktCO2,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
82,3/22/2020,37.488079,69,30,12,7,,0.232838643,,,,,,,,,,,,,,,,,,,,,2.13,35,27.8,30.6,30.59883718,39.2,31.7,35,23.3,67,0,0,0,FALSE,42.5,22.3,22.3,12.5,1.9,188.3,1010.4,30.5,9.6,122.1,10.7,4,0.93,Partially cloudy,TRUE,Hot,Yes
83,3/23/2020,38.440449,65,28,9,6,,0.674897873,,,,,,,,,,,,,,,,,,,,,4.71,35.7,27.7,30.8,30.81299351,40.3,32,35.7,23.7,67.8,0,0,0,FALSE,35.6,27.3,27.3,13.6,3,188.1,1009.6,30.2,9.6,123.8,10.8,4,0.96,Partially cloudy,FALSE,Hot,No
84,3/24/2020,38.86943,61,31,9,4,,0.65261404,,,,,,,,,,,,,,,,,,,,,3.68,35.5,27.2,30.5,30.5041591,40.5,31,35.4,23.8,69.1,0,0,0,FALSE,38.5,23.2,23.2,13.3,4,178.4,1008.8,29.6,9.6,125,10.8,4,0,Partially cloudy,FALSE,Hot,No
85,3/25/2020,38.117323,70,25,8,4,,0.176155627,,,,,,,,,,,,,,,,,,,,,3.97,34.7,27.7,30.3,30.30354283,40.3,31.3,35.4,24.1,70.3,0,0,0,FALSE,39.6,25,25,13.4,3.5,192.6,1008.4,36.8,9.6,115.7,10,4,0.03,,FALSE,HOT,No
86,3/26/2020,35.950869,59,27,7,4,,0.055823923,,,,,,,,,,,,,,,,,,,,,2.42,35.5,26.7,30.6,30.60329084,41,29.6,35.5,23.8,68.6,0,0,0,FALSE,36,21.9,21.9,11.9,0.1,190.2,1009.6,31,9.6,125.8,10.8,4,0.06,Partially cloudy,FALSE,Hot,No
87,3/27/2020,35.071619,59,37,11,4,,0.990199801,,,,,,,,,,,,,,,,,,,,,2.87,36.5,27.7,31.1,31.10329505,42.4,32,36.6,24.2,68.6,0,0,0,,33.5,22.3,22.3,11.9,2.6,188,1009.6,34.2,9.6,130,11.2,4,0.1,Partially cloudy,FALSE,,No
88,3/28/2020,33.618631,81,30,10,3,,0.280335797,,,,,,,,,,,,,,,,,,,,,5.52,36.2,28,31.2,31.20831368,43.6,32.7,37.5,24.8,70.4,0,0,0,FALSE,40.7,21.4,21.4,12.1,4.2,186.7,1008.5,33.3,9.6,116.1,10.1,4,0.13,Partially cloudy,TRUE,Hot,Yes
89,3/29/2020,32.689169,72,,,,,0.974805346,,,,,,,,,,,,,,,,,,,,,3.23,35.7,27.2,31,30.99193957,43,31.1,36.8,24.5,69.9,0,0,0,FALSE,40.7,19.4,19.4,10.8,3.5,184.9,1007.9,36.5,9.7,119.3,10.2,4,-2.417551648,Partially cloudy,TRUE,Hot,Yes
90,3/30/2020,34.075022,,,,,,0.505964333,,,,,,,,,,,,,,,,,,,,,3.08,35.5,28,31.1,31.10766993,43,32.7,37.6,24.9,70.6,0,0,0,FALSE,35.3,22.3,22.3,12.8,3,184.8,1008.3,36.6,9.7,113.8,9.9,3.61495505,0.2,Partially cloudy,FALSE,Hot,No
91,3/31/2020,34.16804,,31,1,2,,0.335200296,,,,,,,,,,,,,,,,,,,,,2.34,36.5,28.9,31.6,31.60195263,43.6,34.3,37.9,24.5,67.6,0,0,0,FALSE,32.4,21.9,21.9,13.3,4.4,187.7,1008.6,37.2,9.5,111.6,9.4,4,0.23,Partially cloudy,FALSE,Hot,No
92,4/1/2020,32.785128,73,31,1,2,,0.841998336,,,,,,,,,,,,,,,,,,,78,97,2.64,36.7,28.3,31.4,31.41031193,43.8,33.6,37.5,24.4,68.3,0,0,0,FALSE,39.6,22.8,22.8,12.6,1.3,182.6,1008.6,34.6,9.8,126.3,11.1,4,0.25,Partially cloudy,FALSE,Hot,No
93,4/2/2020,33.144096,62,27,5,3,,0.943281293,,,,,,,,,,,,,,,,,,,,,2.27,36,28.5,31.4,31.39736872,44.2,34.5,37.7,24.5,68.9,0,0,0,FALSE,40,23.7,23.7,13.2,3,182.5,1009.1,36.9,10,109,9.4,4,0.3,Partially cloudy,FALSE,Hot,No
94,4/3/2020,33.140344,54,27,4,2,,0.477980674,,,,,,,,,,,,,,,,,,,,,3.43,35.5,28,31.3,31.29417659,44.2,32.7,38.1,25.1,70.9,0.006,100,4.17,,38.9,27.4,27.4,12.8,1.4,178.9,1010,34.1,10,116.9,10.2,4,,"Rain, Partially cloudy",,,No
95,4/4/2020,32.414708,62,28,8,2,,0.725317662,,,,,,,,,,,,,,,,,,,,,5.02,37,28,32,31.99863739,43.6,33.3,38.8,24.9,68.4,0,0,0,FALSE,31.7,23.8,23.8,11.8,0.6,187.8,1010.1,31.7,10,126,10.8,,0.37,Partially cloudy,TRUE,Hot,Yes
96,4/5/2020,31.500595,63,28,6,2,,0.557392252,,,,,,,,,,,,,,,,,,,,,1.8,35.7,27,31.2,31.21326592,43.8,30.1,37.8,24.9,70.5,0.009,100,4.17,TRUE,34.6,24.1,24.1,12.9,1,180,1010.6,36,10,122.2,10.5,4,0.4,"Rain, Partially cloudy",TRUE,Hot,Yes
97,4/6/2020,32.738228,61,39,9,4,,0.796990565,,,,,,,,,,,,,,,,,,,,,2.44,36.5,28.7,31.7,31.69599697,43.5,34.3,38.5,25,69.2,0.36,100,4.17,TRUE,38.2,26.8,26.8,14.4,1.9,191.1,1010,40.2,10.1,121,10.5,4,0.44,"Rain, Partially cloudy",FALSE,Hot,Yes
98,4/7/2020,33.120273,74,37,6,6,,0.833945255,,,,,,,,,,,,,,,,,,,,,2.98,34.7,29,31.2,31.20687207,42,34.4,38,25.1,70.8,0,0,0,FALSE,36.4,22.3,22.3,13.9,3.5,187.7,1008.9,49,10,91,7.9,3,0.47,Partially cloudy,FALSE,Hot,No
99,4/8/2020,33.660055,70,30,9,4,,0.25008106,,,,,,,,,,,,,,,,,,,,,3.73,36,27.5,31.2,31.20587522,43.4,31.7,37.1,24.4,69,0,0,0,FALSE,39.2,25.9,25.9,14,2.5,177.5,1009.6,40.1,10,110.1,9.4,4,0.536190776,Partially cloudy,FALSE,Hot,No
100,4/9/2020,33.882796,61,29,13,4,,0.680632637,,,,,,,,,,,,,,,,,,,,,3.72,36.5,27,31.3,31.30604207,42.5,30.5,37.5,24.7,69.6,0,0,0,FALSE,38.9,21.9,21.9,12.6,2.4,167.7,1010.3,38.1,10,111.7,9.6,4,0.54,Partially cloudy,FALSE,Hot,No
101,4/10/2020,32.775426,69,30,9,5,,0.113164769,,,,,,,,,,,,,,,,,,,,,4.8,35.7,28,31.2,31.19328893,42.5,32.7,37.7,24.9,70.1,0.004,100,4.17,,34.6,27.3,27.3,10.8,1.9,174.2,1011.6,39.1,10,140.5,12.2,,0.57,"Rain, Partially cloudy",FALSE,Hot,No
102,4/11/2020,31.7802,73,19,9,2,,0.524786133,,,,,,,,,,,,,,,,,,,,,2.99,36.5,27,31,30.98835593,42.9,30,36.7,24.3,68.7,0.705,100,8.33,TRUE,37.1,19.4,19.4,9.2,0.5,171.9,1011.4,36.3,9.6,117.3,10.1,4,0.6,,TRUE,Hot,Yes
103,4/12/2020,31.750846,68,40,12,12,,0.107769702,,,,,,,,,,,,,,,,,,,,,2.68,36.9,28,31.8,31.80963824,44.4,30.6,38.4,24.7,67.7,0,0,0,FALSE,44.6,24.1,24.1,11.4,1.5,178.8,1009.7,37.1,10,148.2,12.9,5.302309404,0.667619529,Partially cloudy,TRUE,Hot,Yes
104,4/13/2020,32.975521,89,50,23,7,,0.037405418,,,,,,,,,,,,,,,,,,,,,3.36,34,26,28.4,28.41078217,40.6,26,31.7,24,78.3,15.283,100,12.5,TRUE,50,28.8,28.8,9.4,0.2,118.3,1010.8,48.2,9.1,70.8,6.2,3,0.67,"RAIn, paRTIaLLy cLoUDY",FALSE,,Yes
105,4/14/2020,33.800668,110,44,21,7,,0.969481296,,,,,,,,,,,,,,,,,,,,,3.83,34,25.2,29.3,29.28923054,38.7,25.2,32.5,23.8,74.4,0.372,100,4.17,TRUE,37.1,17,17,7.5,0.8,99.8,1011.7,49.5,8.1,116,10,5,0.7,"Rain, Partially cloudy",FALSE,Hot,Yes
106,4/15/2020,33.720452,90,27,12,4,,0.012863068,,,,,,,,,,,,,,,,,,,,,3.61,35.7,27,30.9,30.87622283,43.7,30.6,36.5,24.4,70.1,0,0,0,FALSE,23.8,19.1,19.1,6.7,0.5,204.4,1010.7,44.4,8.7,205,17.7,8,,Partially cloudy,FALSE,Hot,
107,4/16/2020,33.223625,69,23,11,3,,0.087586751,,,,,,,,,,,,,,,,,,,,,2.76,34.4,28.7,30.8,30.79973931,42.3,33.8,36.9,24.6,70.6,1.94,100,12.5,TRUE,33.8,19.4,19.4,10.4,0.7,190.7,1009.7,43.3,9.9,157.9,13.7,6,0.77,"raIN, parTiAlly cLouDY",FALSE,Hot,No
108,4/17/2020,33.47341,56,23,14,4,2,0.67973841,,,,,,,,,,,,,,,,,,,,,4.36,34.5,28,30.1,30.08107079,41.4,32.3,35.9,24.7,73.7,0,0,0,FALSE,38.2,24.1,24.1,11.6,0.3,188.2,1010.4,49.3,9.9,128.5,10.9,7,0.8,Partially cloudy,FALSE,Hot,No
109,4/18/2020,33.52348,53,26,11,6,,0.300636148,,,,,,,,,,,,,,,,,,,,,4.59,34.5,27,30.4,30.39630888,41.4,30.5,35.8,24.4,71.4,0.058,100,4.17,TRUE,24.8,13.9,13.9,7.9,0.9,187.7,1010.9,49.9,9.7,158.8,13.8,6,0.84,"Rain, Partially cloudy",TRUE,Hot,yES
110,4/19/2020,32.636573,57,23,11,4,,0.151991069,,,,,,,,,,,,,,,,,,,,,2.19,35,28.7,31.3,31.29334586,42.6,34.8,38,25,70.1,0.386,100,4.17,TRUE,31.3,20,20,9.7,1.5,205.6,1010,41.4,10,122.8,10.5,4,0.87,"Rain, Partially cloudy",TRUE,Hot,yEs
111,4/20/2020,33.535649,60,22,10,3,,0.627922289,,,,,,,,,,,,,,,,,,,,,3.77,36.5,28.2,31.6,31.5763212,43.8,33.8,38.5,25.1,69.7,0,0,0,FALSE,37.1,18.4,18.4,9.8,1.5,192.7,1009.8,32.1,10,131.3,11.4,,0.9,Partially cloudy,,Hot,No
112,4/21/2020,34.300933,53,31,14,5,,0.291795933,,,,,,,,,,,,,,,,,,,,,2.7,36.7,28,32.2,32.19036617,42.9,33.5,39.1,24.9,67.1,0,0,0,,34.6,19.4,19.4,11.7,1.5,197.6,1008.9,28.9,10,137.5,11.8,4,0.94,Partially cloudy,FALSE,Hot,No
113,4/22/2020,34.512286,68,34,18,4,,0.130114079,,,,,,,,,,,,,,,,,,,,,4.8,37.7,29.2,32.7,32.67816573,44.5,36.7,39.7,24.7,65.1,0,0,0,FALSE,33.5,20.3,20.3,12.5,2.3,185.6,1008.7,30.2,10,128.2,11.1,4,0.97,Partially cloudy,FALSE,Hot,No
114,4/23/2020,34.552952,70,31,18,8,,0.325743083,,,,,,,,,,,,,,,,,,,,,3.58,37.7,27,31.6,31.58655029,44.5,29.5,36.9,23.6,64.6,0.33,100,4.17,TRUE,59.4,31.5,31.5,12.2,1.4,153.4,1009.4,39.4,10,124.2,10.6,4,,"Rain, Partially cloudy",,Hot,No
115,4/24/2020,34.729442,72,34,10,8,,0.617357308,,,,,,,,,,,,,,,,,,,,,4.19,35.3,26.2,30.4,30.40032362,40.5,26.2,34.5,23,65.6,0.004,100,4.17,TRUE,27.4,18.4,18.4,8,0.9,160.7,1009.8,43.1,9.8,87.1,7.4,4,0.04,"Rain, Partially cloudy",FALSE,Hot,No
116,4/25/2020,33.622528,75,47,29,13,,0.559008221,,,,,,,,,,,,,,,,,,,,,2.85,33.5,24.7,28.2,28.17403304,40.3,24.7,31.7,24.4,80.7,14.588,100,12.5,TRUE,68.4,41.6,41.6,8.9,0.4,147.6,1010.7,49.3,9.2,57.3,4.9,3,,"Rain, Partially cloudy",,Hot,Yes
117,4/26/2020,32.879557,90,52,20,13,,0.978479583,,,,,,,,,,,,,,,,,,,,,2.39,35.2,25,30,30.00163269,41.3,25,33.4,23.4,70.1,0,0,0,FALSE,31.3,21.3,21.3,6.4,0.2,47,1010.7,44.4,9.3,106.6,9.2,4,0.11,Partially cloudy,TRUE,Hot,Yes
118,4/27/2020,33.812247,114,46,33,7,,0.228213547,,,,,,,,,,,,,,,,,,,,,4.42,32.7,26.5,29.3,29.28921893,39,26.5,34.1,24.1,73.9,3.049,100,20.83,TRUE,30.2,27.9,27.9,8.4,0.6,312.7,1011.9,56.7,9.1,61,5.4,2,0.14,"Rain, Partially cloudy",FALSE,Hot,No
119,4/28/2020,33.826759,97,51,23,9,,0.870004748,,,,,,,,,,,,,,,,,,,,,3.88,35.2,26,30.5,30.50069569,40.5,26,34.1,22.9,65.9,0.039,100,8.33,TRUE,32.8,15.7,15.7,7.9,1.2,317,1011,41.1,9.9,99.8,8.7,4,0.18,"Rain, Partially cloudy",FALSE,Hot,No
120,4/29/2020,34.438061,108,40,18,7,,0.590503223,,,,,,,,,,,,,,,,,,,,,19.73,33.7,27,29.5,29.49433389,41.4,30.1,34.9,24.6,75.4,5.284,100,12.5,TRUE,37.1,26.7,26.7,8.8,0.9,148.4,1009.7,47,8.9,77.2,6.7,4,,"Rain, Partially cloudy",FALSE,Hot,No
121,4/30/2020,33.912327,87,30,16,4,,0.156220907,,,,,,,,,,,,,,,,,,,,,6.79,34,26.7,30.2,30.19963525,41.2,29.9,36.1,24.9,74.3,8.268,100,8.33,TRUE,26.3,21,21,8.6,0.6,189.5,1010.2,42.7,9,83.1,7.1,,0.25,,FALSE,Hot,No
122,5/1/2020,32.63359,62,33,12,2,,0.113399913,,,,,,,,,,,,,,,,,,,119,155,3.88,36,27.7,31.2,31.1927094,44,33,37.8,25.1,71.3,0.869,100,4.17,TRUE,30.2,19.4,19.4,9.7,0.9,196,1009,40.5,9.7,133.1,11.4,4,0.25,"Rain, Partially cloudy",FALSE,Hot,Yes
123,5/2/2020,32.097487,60,27,10,1,,0.681245188,,,,,,,,,,,,,,,,,,,,,3.54,36,28,31.5,31.50138154,41.5,33.3,37.6,24.5,68.2,0,0,0,FALSE,29.9,19.4,19.4,8.7,0.7,188.3,1008.1,38,10,137.5,11.8,4,0.32,PARtIAlLy cloudy,TRUE,Hot,Yes
124,5/3/2020,32.930514,58,30,15,3,,0.725317273,,,,,,,,,,,,,,,,,,,,,2.47,36.7,28.7,32.2,32.19004241,45.5,35.1,39.8,25.3,68.2,0,0,0,FALSE,27.4,17,17,10.8,3.2,194.7,1007.9,36.5,10.1,133.8,11.5,4,0.35,Partially cloudy,TRUE,Hot,Yes
125,5/4/2020,34.62878,68,32,16,5,,0.13039063,,,,,,,,,,,,,,,,,,,,,3.39,36,29.9,31.8,31.80386861,42.6,36.9,39.3,25.3,69.5,0.491,100,8.33,TRUE,28.8,16.7,16.7,9.5,1.9,205.6,1008.7,45.4,10,90.5,7.6,4,0.39,"Rain, Partially cloudy",FALSE,Hot,Yes
126,5/5/2020,35.242993,70,28,11,3,,0.466128498,,,,,,,,,,,,,,,,,,,,,9.31,37.5,29,32.6,32.59147094,46.3,35.6,40.3,25.3,67.4,0,0,0,FALSE,27,21.9,21.9,10,1.4,189.2,1007.5,37.9,10,141.1,12.2,4,0.42,,FALSE,Hot,No
127,5/6/2020,34.978818,65,24,10,2,,0.19099962,,,,,,,,,,,,,,,,,,,,,3.29,37,30,32.8,32.80129086,47.4,37.4,41.2,25.6,67.4,0,0,0,FALSE,37.8,23.2,23.2,13.4,3.4,186.5,1007,33.8,10,135.4,11.6,,0.438646557,Partially cloudy,FALSE,Hot,Yes
128,5/7/2020,35.232534,56,25,5,3,,0.891054909,,,,,,,,,,,,,,,,,,,,,6.24,36.7,29.7,32.5,32.50150065,46.8,37,41.2,25.9,69.2,0,0,0,FALSE,38.2,23.7,23.7,14,3.8,187.5,1006.7,37.1,10.2,136.3,11.7,,0.5,Partially cloudy,FALSE,Hot,No
129,5/8/2020,35.016277,52,17,7,3,,0.127839167,,,,,,,,,,,,,,,,,,,,,8.96,37,28.5,32.4,32.40158642,46.5,34.6,41.1,26,70.3,0,0,0,FALSE,36.4,22.8,22.8,11.7,2.2,188.6,1006.9,45.2,10.2,130,11.1,4,0.52,Partially cloudy,FALSE,Hot,No
130,5/9/2020,34.634081,37,16,8,4,,0.54877111,,,,,,,,,,,,,,,,,,,,,3.14,38,30,33.2,33.19566509,46.1,38.4,41.6,25.6,66.4,0,0,0,FALSE,34.6,21,21,11.2,2.7,182,1007.5,41.4,10.2,136.7,12,26.37358593,0.56,Partially cloudy,TRUE,Hot,Yes
131,5/10/2020,34.382322,34,25,5,4,,0.245418414,,,,,,,,,,,,,,,,,,,,,1.78,36,29.7,32.6,32.59436824,45.5,37,41.2,25.9,68.7,0,0,0,FALSE,37.1,23.7,23.7,11.6,2.6,193.9,1007.8,45.9,10.1,115.5,9.9,4,0.629565264,,TRUE,Hot,Yes
132,5/11/2020,35.776444,49,37,22,7,,0.015622102,,,,,,,,,,,,,,,,,,,,,8.72,32,26,29.1,29.10912981,40.2,26,34.6,24.8,77.9,5.924,100,16.67,TRUE,53,30.5,30.5,10.1,1.5,116.8,1009.4,49.1,9.8,48.8,4.2,2,0.62,"Rain, Partially cloudy",FALSE,Hot,Yes
133,5/12/2020,36.207416,76,23,11,3,,0.071774463,,,,,,,,,,,,,,,,,,,,,8.12,36,25,30.4,30.4016012,42.6,25,33.6,23.3,68.5,0,0,0,FALSE,17.6,14.8,14.8,6.2,0.2,145.7,1008.8,36.1,9.3,136.4,11.7,4,0.66,,FALSE,Hot,No
134,5/13/2020,36.889397,57,25,12,3,,0.287936868,,,,,,,,,,,,,,,,,,,,,7.72,37.5,29,32.4,32.4016843,45.2,34.9,39.8,25.2,67.1,0,0,0,FALSE,37.1,24.6,24.6,10.6,2.4,192.2,1008,35.5,10,143.5,12.4,4,0.69,Partially cloudy,,Hot,No
135,5/14/2020,37.418481,54,22,9,3,,0.033385578,,,,,,,,,,,,,,,,,,,,,8.31,36.5,28.2,31.5,31.49827866,44.4,33.4,38.9,25.4,70.8,0.29,100,8.33,TRUE,33.5,21.8,21.8,8.9,1.4,147,1008,38.1,10.1,128.9,11.2,4,0.75,"Rain, Partially cloudy",FALSE,Hot,No
136,5/15/2020,37.049831,53,24,9,2,,0.790091839,,,,,,,,,,,,,,,,,,,,,12.47,36,27.5,31.9,31.91204193,44.3,31.7,39.4,25.4,69.6,0,0,0,FALSE,29.9,21.9,21.9,9.3,1.2,193.6,1005.9,35.9,10.1,127.5,11.2,4,,parTially CLoudY,,Hot,
137,5/16/2020,36.099482,58,23,9,3,,0.206180968,,,,,,,,,,,,,,,,,,,,,6.08,37.7,29,32.7,32.68319866,43.9,35.6,40.3,25.1,66.1,0,0,0,FALSE,40.7,19.4,19.4,11.3,0.5,187.4,1005.2,32,10.2,144.5,12.4,4,0.79,Partially cloudy,TRUE,Hot,
138,5/17/2020,35.610512,57,25,10,4,,0.957948041,,,,,,,,,,,,,,,,,,,,,3.69,36.5,28,31.8,31.79421276,45.2,31.6,39.7,25.5,70.1,3.574,100,4.17,TRUE,34.6,18.9,18.9,10.5,2.3,188.1,1005.3,43.2,9.8,112,9.6,4,0.82,"Rain, Partially cloudy",TRUE,Hot,Yes
139,5/18/2020,36.297107,55,20,9,4,,0.894970577,,,,,,,,,,,,,,,,,,,,,12.85,36.9,29,32,32.00011203,43.7,34.9,39.4,25.3,69.5,2.407,100,12.5,TRUE,32,18.9,18.9,8.6,0.9,171.8,1004.7,49,9.8,124.5,10.6,4,0.85,"Rain, Partially cloudy",FALSE,Hot,No
140,5/19/2020,36.409975,49,24,9,3,,0.584369666,,,,,,,,,,,,,,,,,,,,,11.49,35.5,29.6,32,32.00169544,43.3,35.2,39.4,25.2,68.1,0.009,100,4.17,TRUE,44.6,27.3,27.3,10.8,2.8,200.7,1005.5,44.3,10,110.8,9.6,4,0.88,"Rain, Partially cloudy",FALSE,,No
141,5/20/2020,36.573126,56,28,10,3,,0.058790138,,,,,,,,,,,,,,,,,,,,,9.53,34.7,28.2,31.9,31.91934833,44.7,32.2,38.8,24.8,66.8,0.706,100,4.17,TRUE,44.6,26.5,26.5,13.1,3.1,195.2,1006.2,38.7,10,132,11.2,4,0.92,"Rain, Partially cloudy",FALSE,Hot,No
142,5/21/2020,36.207294,61,40,17,5,,0.720047897,,,,,,,,,,,,,,,,,,,,,9.69,36,29,32.3,32.28672081,44.5,33.6,39.4,24.9,66.2,0,0,0,FALSE,40.7,17.1,17.1,9.6,1,210.3,1006.8,36.6,10,136,11.7,4,0.95,Partially cloudy,FALSE,Hot,No
143,5/22/2020,36.207231,85,47,11,5,,0.341808524,,,,,,,,,,,,,,,,,,,,,15.69,37.7,29,33.1,33.10903237,45.9,33.3,40.3,24.7,62.8,0,0,0,FALSE,29.5,21.9,21.9,11,3.8,234.9,1006,37,9.9,136.3,11.9,4,0.98,Partially cloudy,FALSE,Hot,
144,5/23/2020,35.39426,85,46,9,5,,0.709149408,,,,,,,,,,,,,,,,,,,,,5.65,35.5,30.2,32.2,32.20898285,44,37.8,40.6,25.8,69.7,1.211,100,4.17,TRUE,31.3,25,25,10.6,1.5,195.5,1006.6,44.9,9.8,75,6.4,3,,"Rain, Partially cloudy",TRUE,Hot,Yes
145,5/24/2020,34.51197,87,39,6,7,,0.929272171,,,,,,,,,,,,,,,,,,,,,3.22,34.2,28,30.4,30.39536948,44.3,33.4,38.8,26.5,80.1,0.564,100,8.33,TRUE,33.5,16.6,16.6,8.6,0.7,136.9,1008.1,51.7,9.1,62.9,5.4,2,,"Rain, Partially cloudy",TRUE,Hot,Yes
146,5/25/2020,35.539232,91,39,10,8,,0.647423468,,,,,,,,,,,,,,,,,,,,,16.92,33,27,29.8,29.79178002,42.5,31.2,37.3,26.3,81.7,5.022,100,20.83,TRUE,36,16.1,16.1,7.4,0.6,142,1009.8,57.1,9.4,64,5.6,2,0.09,"Rain, Partially cloudy",FALSE,Hot,No
147,5/26/2020,36.222602,92,24,10,7,,0.514070943,,,,,,,,,,,,,,,,,,,,,14.75,34.2,27,29.7,29.69429759,43,30.7,36.3,25.8,80.6,1.532,100,16.67,TRUE,31.3,29.8,29.8,6.8,0.2,188.2,1010,51.3,9.3,67.7,6,3,0.12,"RaiN, PArTIALLY CLOudY",FALSE,Hot,No
148,5/27/2020,37.221987,53,23,12,6,,0.92163865,,,,,,,,,,,,,,,,,,,,,13.51,36.7,26.2,31.2,31.20360651,43.1,26.2,36.1,24.3,69.3,0,0,0,FALSE,44.6,22.3,22.3,8.8,0.3,216,1008.9,40.1,9.9,140.2,12,4,0.16,paRtiaLlY cloudY,FALSE,Hot,No
149,5/28/2020,37.298126,50,26,15,7,,0.786265532,,,,,,,,,,,,,,,,,,,,,21.96,37,28,31.4,31.42162528,44.6,32.2,36.9,24,66.6,0,0,0,FALSE,31.7,25,25,8.3,0.9,241.7,1008.4,45,10,150.3,12.9,4,0.19,,FALSE,Hot,No
150,5/29/2020,37.104902,54,18,10,6,,0.40797773,,,,,,,,,,,,,,,,,,,,,27.12,35.5,25.7,30,29.99651224,42.9,25.7,35.5,24.8,74.9,15.41,100,12.5,TRUE,31.7,25.4,25.4,8.2,0.7,205.8,1009.1,49.5,9.5,87.3,7.7,3,0.23,"Rain, Partially cloudy",FALSE,Hot,
151,5/30/2020,36.074538,42,18,8,4,,0.558876058,,,,,,,,,,,,,,,,,,,,,6.14,33.6,25,28.7,28.68905111,41.6,25,32.9,25,81.4,18.841,100,16.67,TRUE,33.5,19.4,19.4,8.9,0,160.7,1010.3,47.9,9.4,122.2,10.7,4,0.25,"Rain, Partially cloudy",TRUE,Hot,Yes
152,5/31/2020,35.991864,47,23,11,4,,0.40449635,,,,,,,,,,,,,,,,,,,,,4,35,25,29.7,29.68520153,42.6,25,34.5,24.7,76.3,30.819,100,16.67,TRUE,25.6,20,20,8,0,203.7,1010.6,49.9,9.7,112.9,9.6,4,0.3,"Rain, Partially cloudy",,Hot,Yes
153,6/1/2020,40.041629,48,18,9,3,,0.443839411,,,,,,,,,,,,,,,,,,,203,232,24.07,35.2,27.6,31.2,31.20329813,43.2,32.3,37.6,24.9,70.7,3.374,100,12.5,TRUE,22.3,18.9,18.9,8.8,1.1,203.4,1009.8,51.1,9.9,108.6,9.3,4,0.34,"Rain, Partially cloudy",FALSE,Rainy,No
154,6/2/2020,41.121512,43,20,8,5,,0.297981223,,,,,,,,,,,,,,,,,,,,,26.67,34.4,24.5,29.7,29.70050073,42.7,24.5,35,24.7,75.3,18.115,100,16.67,TRUE,40.7,19.4,19.4,9.3,2,175.3,1009.2,52.6,9.6,107,9.2,3,0.37,"Rain, Partially cloudy",FALSE,Rainy,
155,6/3/2020,42.137046,48,24,9,7,,0.225945064,,,,,,,,,,,,,,,,,,,,,5.13,33.7,25,28.3,28.29380695,41.6,25,31.7,24.4,80.5,2.629,100,25,,30.2,19.5,19.5,7.7,0.3,168.2,1008,49.9,9.9,98.5,8.5,4,0.446175165,"Rain, Partially cloudy",FALSE,,
156,6/4/2020,42.179495,53,22,4,7,,0.926549074,,,,,,,,,,,,,,,,,,,,,27.14,33.2,26,28.9,28.91370022,42.3,26,33.6,25.1,81,2.32,100,8.33,TRUE,30.2,26.4,26.4,6.2,0.7,163.1,1007.6,45.7,9.7,102.2,8.9,4,0.44,"Rain, Partially cloudy",FALSE,Rainy,No
157,6/5/2020,42.698562,48,20,8,5,,0.812897408,,,,,,,,,,,,,,,,,,,,,23.42,33.7,27,29.2,29.22254397,42.1,31.2,35.4,25.7,81.8,2.49,100,16.67,TRUE,29.9,16.2,16.2,6.4,0.2,137,1007.3,47.6,9.9,61.4,5.2,3,0.48,,FALSE,Rainy,No
158,6/6/2020,42.295471,39,17,7,4,,0.772011595,,,,,,,,,,,,,,,,,,,,,4.6,34.5,25.7,29.7,29.70236744,41.8,25.7,35.2,25.3,78.7,1.269,100,16.67,TRUE,38.5,24.6,24.6,8.8,0.2,185.4,1007.3,47.8,9.8,132.9,11.6,4,0.5,"Rain, Partially cloudy",TRUE,Rainy,Yes
159,6/7/2020,41.547589,32,16,6,4,,0.047569252,,,,,,,,,,,,,,,,,,,,,3.03,33.5,25.5,29.8,29.80106779,41.5,25.5,35.9,25.3,77.8,0.83,100,12.5,TRUE,36.7,21.9,21.9,9.7,0.7,187.4,1007,50.4,9.9,120.5,10.6,4,0.55,"Rain, Partially cloudy",TRUE,Rainy,Yes
160,6/8/2020,42.480773,34,21,4,5,,0.185481165,,,,,,,,,,,,,,,,,,,,,21.66,33.5,25.5,29.4,29.41044148,41.5,25.5,33.7,25,78.4,6.05,100,8.33,TRUE,36.7,21,21,9.3,0.2,190.1,1006.6,48.1,9.8,133.4,11.6,4,0.58,,FALSE,Rainy,No
161,6/9/2020,42.774328,45,18,5,5,,0.78822493,,,,,,,,,,,,,,,,,,,,,17.35,33.2,25.2,29,28.99153481,40.5,25.2,33.3,24.9,80.1,0.325,100,12.5,TRUE,42.5,26.7,26.7,9.6,0.5,171,1006.9,49.5,10,126.6,11,4,0.61,"Rain, Partially cloudy",FALSE,Rainy,No
